Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",5034622,2021-09-29,0.08839999999999999,167602566,BRP
Price (T.Rowe) Associates Inc,4870999,2021-09-29,0.08560000000000001,162155556,BRP
BAMCO Inc.,3888113,2021-09-29,0.0683,129435281,BRP
"Vanguard Group, Inc. (The)",3609605,2021-09-29,0.0634,120163750,BRP
Blackrock Inc.,2980667,2021-09-29,0.0524,99226404,BRP
"Champlain Investment Partners, LLC",2411900,2021-09-29,0.0424,80292151,BRP
Invesco Ltd.,1952595,2021-09-29,0.034300000000000004,65001887,BRP
Goldman Sachs Group Inc,1429513,2021-09-29,0.025099999999999997,47588487,BRP
"Venator Management, LLC",1273970,2021-09-29,0.022400000000000003,42410461,BRP
"Guardian Point Capital, LP",1250000,2021-09-29,0.022000000000000002,41612500,BRP
