Holder,Shares,Date Reported,% Out,Value,ABV
State Street Corporation,4383612,2021-09-29,0.10310000000000001,58828073,GTHX
Blackrock Inc.,3242085,2021-09-29,0.0762,43508780,GTHX
"Vanguard Group, Inc. (The)",2506068,2021-09-29,0.058899999999999994,33631432,GTHX
JP Morgan Chase & Company,2239679,2021-09-29,0.0527,30056492,GTHX
"Fisher Asset Management, LLC",1738211,2021-09-29,0.0409,23326791,GTHX
Lombard Odier Asset Management (Switzerland) SA,961139,2021-09-29,0.0226,12898485,GTHX
BioImpact Capital LLC,860502,2021-09-29,0.0202,11547936,GTHX
Price (T.Rowe) Associates Inc,823742,2021-09-29,0.0194,11054617,GTHX
"FMR, LLC",798300,2021-09-29,0.018799999999999997,10713186,GTHX
"Goldman Sachs Group, Inc.",687704,2021-09-29,0.016200000000000003,9228987,GTHX
