Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6853724,2021-09-29,0.1573,251668745,HNI
"Vanguard Group, Inc. (The)",4757714,2021-09-29,0.1092,174703258,HNI
State Farm Mutual Automobile Insurance Co,4029600,2021-09-29,0.0925,147966912,HNI
Northern Trust Corporation,2263841,2021-09-29,0.052000000000000005,83128241,HNI
State Street Corporation,1541474,2021-09-29,0.0354,56602925,HNI
Dimensional Fund Advisors LP,1111395,2021-09-29,0.0255,40810424,HNI
"Charles Schwab Investment Management, Inc.",1004776,2021-09-29,0.0231,36895374,HNI
Bank Of New York Mellon Corporation,761318,2021-09-29,0.0175,27955596,HNI
"Geode Capital Management, LLC",740639,2021-09-29,0.017,27196264,HNI
Invesco Ltd.,638116,2021-09-29,0.0146,23431619,HNI
