Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,30860795,2021-09-29,0.1501,405819454,FBP
"Vanguard Group, Inc. (The)",23901987,2021-09-29,0.1162,314311129,FBP
Dimensional Fund Advisors LP,16122456,2021-09-29,0.0784,212010296,FBP
State Street Corporation,13570435,2021-09-29,0.066,178451220,FBP
Bank Of New York Mellon Corporation,6187343,2021-09-29,0.0301,81363560,FBP
"Arrowstreet Capital, Limited Partnership",4446119,2021-09-29,0.0216,58466464,FBP
"FMR, LLC",4352679,2021-09-29,0.0212,57237728,FBP
Frontier Capital Management Company LLC,4081465,2021-09-29,0.019799999999999998,53671264,FBP
"American Century Companies, Inc.",4003890,2021-09-29,0.0195,52651153,FBP
"Goldman Sachs Group, Inc.",3777148,2021-09-29,0.0184,49669496,FBP
