Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,2487502,2021-09-29,0.015,9278382,GGN
"Formidable Asset Management, LLC",1737101,2021-09-29,0.0105,6479386,GGN
"MML Investors Services, LLC",544285,2021-09-29,0.0033,2030183,GGN
"Capital Wealth Alliance, LLC",539153,2021-09-29,0.0033,2011040,GGN
"Commonwealth Equity Services, LLC",498700,2021-09-29,0.003,1860151,GGN
Oxbow Advisors,489931,2021-09-29,0.003,1827442,GGN
"Kestra Private Wealth Services, LLC",415572,2021-09-29,0.0025,1550083,GGN
LPL Financial LLC,393452,2021-09-29,0.0024,1467575,GGN
"Advisors Asset Management, Inc.",388770,2021-09-29,0.0024,1450112,GGN
Janney Montgomery Scott LLC,357860,2021-09-29,0.0022,1334817,GGN
