Holder,Shares,Date Reported,% Out,Value,ABV
Aisling Capital Management LP,2834910,2021-09-29,0.12210000000000001,22083948,ELEV
venBio Partners LLC,2608167,2021-09-29,0.11230000000000001,20317620,ELEV
"Driehaus Capital Management, LLC",1997564,2021-09-29,0.086,15561023,ELEV
"Cormorant Asset Management, LP",1983165,2021-09-29,0.08539999999999999,15448855,ELEV
BVF Inc.,1590298,2021-09-29,0.06849999999999999,12388421,ELEV
"Boxer Capital, LLC",1341530,2021-09-29,0.057800000000000004,10450518,ELEV
Janus Henderson Group PLC,1220205,2021-09-29,0.0525,9505396,ELEV
"Samsara BioCapital, LLC",932240,2021-09-29,0.0401,7262149,ELEV
"Vanguard Group, Inc. (The)",655409,2021-09-29,0.0282,5105636,ELEV
"Vivo Capital, LLC",496843,2021-09-29,0.021400000000000002,3870406,ELEV
