Holder,Shares,Date Reported,% Out,Value,ABV
Matrix Capital Management,38974185,2021-09-29,0.2495,201496536,ADAP
"NEA Management Company, LLC",17082611,2021-09-29,0.1094,88317098,ADAP
Baillie Gifford and Company,12824980,2021-09-29,0.0821,66305146,ADAP
"Baker Brothers Advisors, LLC",9830877,2021-09-29,0.0629,50825634,ADAP
Capital World Investors,8002700,2021-09-29,0.0512,41373959,ADAP
"PFM Health Sciences, LP",4403574,2021-09-29,0.0282,22766477,ADAP
Citadel Advisors LLC,2691128,2021-09-29,0.0172,13913131,ADAP
"Rock Springs Capital Management, LP",2189788,2021-09-29,0.013999999999999999,11321203,ADAP
JP Morgan Chase & Company,1596261,2021-09-29,0.0102,8252669,ADAP
Millennium Management LLC,1584849,2021-09-29,0.0101,8193669,ADAP
