Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1818027,2021-09-29,0.1697,470032700,HSKA
"Fred Alger Management, LLC",1171235,2021-09-29,0.1094,302811096,HSKA
Nine Ten Capital Management LLC,875318,2021-09-29,0.0817,226304715,HSKA
"Vanguard Group, Inc. (The)",671161,2021-09-29,0.06269999999999999,173521964,HSKA
"Ameriprise Financial, Inc.",458578,2021-09-29,0.042800000000000005,118560756,HSKA
Wells Fargo & Company,365363,2021-09-29,0.0341,94460950,HSKA
State Street Corporation,340964,2021-09-29,0.0318,88152832,HSKA
Riverbridge Partners LLC,293997,2021-09-29,0.0274,76009984,HSKA
Invesco Ltd.,239598,2021-09-29,0.022400000000000003,61945666,HSKA
Dimensional Fund Advisors LP,236223,2021-09-29,0.022099999999999998,61073094,HSKA
