Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2603878,2021-09-29,0.06509999999999999,161648746,SAVA
"Vanguard Group, Inc. (The)",1974282,2021-09-29,0.0493,122563426,SAVA
State Street Corporation,939086,2021-09-29,0.0235,58298458,SAVA
"Geode Capital Management, LLC",638473,2021-09-29,0.016,39636403,SAVA
"Group One Trading, L.P.",407852,2021-09-29,0.0102,25319452,SAVA
Northern Trust Corporation,380655,2021-09-29,0.0095,23631062,SAVA
"Susquehanna International Group, LLP",375221,2021-09-29,0.009399999999999999,23293719,SAVA
Morgan Stanley,354469,2021-09-29,0.0089,22005435,SAVA
Nuveen Asset Management,337962,2021-09-29,0.0084,20980680,SAVA
"Charles Schwab Investment Management, Inc.",262291,2021-09-29,0.0066,16283025,SAVA
