Holder,Shares,Date Reported,% Out,Value,ABV
"Monarch Alternative Capital, LP",653100,2021-09-29,0.0642,45782310,INDT
Gamco Investors Inc,566798,2021-09-29,0.0557,39732539,INDT
"Gabelli Funds, LLC",548924,2021-09-29,0.054000000000000006,38479572,INDT
Blackrock Inc.,271448,2021-09-29,0.026699999999999998,19028504,INDT
"DigitalBridge Group, Inc",255102,2021-09-29,0.025099999999999997,17882650,INDT
"Teton Advisors, Inc",250393,2021-09-29,0.0246,17552549,INDT
Kings Point Capital Management,219379,2021-09-29,0.0216,15378467,INDT
Dimensional Fund Advisors LP,167360,2021-09-29,0.016399999999999998,11731936,INDT
"Vanguard Group, Inc. (The)",143659,2021-09-29,0.0141,10070495,INDT
"Pacer Advisors, Inc.",96797,2021-09-29,0.0095,6785469,INDT
