Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",54187729,2021-09-29,0.0843,10621336761,UNP
Blackrock Inc.,43045871,2021-09-29,0.067,8437421174,UNP
State Street Corporation,27333772,2021-09-29,0.0425,5357692649,UNP
"Wellington Management Group, LLP",15878928,2021-09-29,0.024700000000000003,3112428677,UNP
Bank of America Corporation,12277742,2021-09-29,0.0191,2406560209,UNP
Massachusetts Financial Services Co.,10495885,2021-09-29,0.0163,2057298418,UNP
"Ameriprise Financial, Inc.",10461326,2021-09-29,0.0163,2050524509,UNP
"Geode Capital Management, LLC",10242572,2021-09-29,0.0159,2007646537,UNP
Nuveen Asset Management,9097265,2021-09-29,0.014199999999999999,1783154912,UNP
Northern Trust Corporation,7619111,2021-09-29,0.011899999999999999,1493421947,UNP
