Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",28808686,2021-09-29,0.11359999999999999,944636813,OGN
Blackrock Inc.,16618154,2021-09-29,0.0655,544909269,OGN
State Street Corporation,9017819,2021-09-29,0.0356,295694285,OGN
Bank Of New York Mellon Corporation,5298787,2021-09-29,0.0209,173747225,OGN
Janus Henderson Group PLC,5281621,2021-09-29,0.0208,173184352,OGN
Massachusetts Financial Services Co.,4895424,2021-09-29,0.019299999999999998,160520952,OGN
"Geode Capital Management, LLC",4772711,2021-09-29,0.018799999999999997,156497193,OGN
"Wellington Management Group, LLP",4368836,2021-09-29,0.0172,143254132,OGN
"Charles Schwab Investment Management, Inc.",4248129,2021-09-29,0.0168,139296149,OGN
JP Morgan Chase & Company,3242577,2021-09-29,0.0128,106324099,OGN
