Holder,Shares,Date Reported,% Out,Value,ABV
SECURITY BENEFIT LIFE INSURANCE CO,3000000,2021-09-29,0.0647,29340000,TSPQ
Nomura Holdings Inc.,1625000,2021-09-29,0.035,15892500,TSPQ
Altshuler Shaham Ltd,1578717,2021-09-29,0.034,15439852,TSPQ
Marshall Wace LLP,1354226,2021-09-29,0.0292,13244330,TSPQ
Polar Asset Management Partners Inc.,1249998,2021-09-29,0.0269,12224980,TSPQ
Periscope Capital Inc.,1143200,2021-09-29,0.0246,11180496,TSPQ
Sculptor Capital Lp,999006,2021-09-29,0.0215,9770278,TSPQ
Millennium Management LLC,806620,2021-09-29,0.0174,7888743,TSPQ
Hudson Bay Capital Management Lp,799998,2021-09-29,0.0172,7823980,TSPQ
"Moore Capital Management, LP",700000,2021-09-29,0.0151,6846000,TSPQ
