Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,10005789,2021-09-29,0.1166,495086439,PNM
"Vanguard Group, Inc. (The)",8578630,2021-09-29,0.0999,424470612,PNM
Millennium Management LLC,3402087,2021-09-29,0.039599999999999996,168335264,PNM
Magnetar Financial LLC,2847777,2021-09-29,0.0332,140908005,PNM
State Street Corporation,2584824,2021-09-29,0.0301,127897091,PNM
"Gabelli Funds, LLC",2554948,2021-09-29,0.0298,126418827,PNM
Morgan Stanley,1736819,2021-09-29,0.0202,85937804,PNM
Citadel Advisors LLC,1592523,2021-09-29,0.018600000000000002,78798038,PNM
Gamco Investors Inc,1509980,2021-09-29,0.0176,74713810,PNM
Dimensional Fund Advisors LP,1460101,2021-09-29,0.017,72245797,PNM
