Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",135676,2021-09-29,0.018600000000000002,461298,VRME
SFE Investment Counsel,65328,2021-09-29,0.009000000000000001,222115,VRME
"Quadrant Private Wealth Management, LLC",53688,2021-09-29,0.0074,182539,VRME
"Geode Capital Management, LLC",32221,2021-09-29,0.0044,109551,VRME
"Segall Bryant & Hamill, Llc",20000,2021-09-29,0.0027,68000,VRME
Blackrock Inc.,17822,2021-09-29,0.0024,60594,VRME
"Cruiser Capital Advisors, LLC",15000,2021-09-29,0.0021,51000,VRME
Envestnet Asset Management,13794,2021-09-29,0.0019,46899,VRME
UBS Group AG,2315,2021-09-29,0.0003,7871,VRME
"Hudock, Inc.",2000,2021-09-29,0.0003,6800,VRME
