Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1494279,2021-09-29,0.036000000000000004,42407638,QQQX
"Nan Shan Life Insurance Co., Ltd.",1379941,2021-09-29,0.0332,39162725,QQQX
Wells Fargo & Company,1156093,2021-09-29,0.0279,32809919,QQQX
UBS Group AG,840585,2021-09-29,0.0203,23855802,QQQX
Royal Bank of Canada,737595,2021-09-29,0.0178,20932946,QQQX
Invesco Ltd.,539219,2021-09-29,0.013000000000000001,15303035,QQQX
Janney Montgomery Scott LLC,373555,2021-09-29,0.009000000000000001,10601490,QQQX
Bank of America Corporation,364421,2021-09-29,0.0088,10342267,QQQX
"Raymond James Financial Services Advisors, Inc.",237828,2021-09-29,0.005699999999999999,6749558,QQQX
"Advisor Group, Inc.",205479,2021-09-29,0.005,5831494,QQQX
