Holder,Shares,Date Reported,% Out,Value,ABV
"Guggenheim Capital, LLC",422805,2021-12-30,0.0288,5255466,NHS
Morgan Stanley,243147,2021-12-30,0.0166,3022317,NHS
LPL Financial LLC,235455,2021-12-30,0.0161,2926705,NHS
Invesco Ltd.,157960,2021-12-30,0.0108,1963442,NHS
Uncommon Cents Investing LLC,114235,2021-12-30,0.0078000000000000005,1419941,NHS
"Advisors Asset Management, Inc.",90700,2021-12-30,0.0062,1127401,NHS
"Baird Financial Group, Inc.",71020,2021-12-30,0.0048,882778,NHS
"U.S. Capital Wealth Advisors, LLC",62011,2021-12-30,0.0042,770796,NHS
"Advisor Group, Inc.",51628,2021-12-30,0.0034999999999999996,641736,NHS
"HighTower Advisors, LLC",37295,2021-12-30,0.0025,463576,NHS
