Holder,Shares,Date Reported,% Out,Value,ABV
Kohlberg Kravis Roberts & Co. L.P.,57873501,2021-09-29,0.0877,6279274858,FISV
"Vanguard Group, Inc. (The)",47565663,2021-09-29,0.07200000000000001,5160874435,FISV
Price (T.Rowe) Associates Inc,46379905,2021-09-29,0.0702,5032219692,FISV
Blackrock Inc.,42945126,2021-09-29,0.065,4659546171,FISV
Dodge & Cox Inc,25530868,2021-09-29,0.0387,2770099178,FISV
State Street Corporation,23250776,2021-09-29,0.0352,2522709196,FISV
Massachusetts Financial Services Co.,19496553,2021-09-29,0.029500000000000002,2115376000,FISV
Harris Associates L.P.,16278281,2021-09-29,0.024700000000000003,1766193488,FISV
"ValueAct Holdings, L.P.",10935201,2021-09-29,0.0166,1186469308,FISV
"Geode Capital Management, LLC",10141515,2021-09-29,0.0154,1100354377,FISV
