Holder,Shares,Date Reported,% Out,Value,ABV
Capital International Investors,11554026,2021-09-29,0.0067,651415985,BUD
Manufacturers Life Insurance Co.,11141676,2021-09-29,0.0064,628167692,BUD
"Fisher Asset Management, LLC",8196167,2021-09-29,0.004699999999999999,462099895,BUD
BLS Capital Fondsmaeglerselskab A/S,7711619,2021-09-29,0.0044,434781079,BUD
"ClearBridge Investments, LLC",5867498,2021-09-29,0.0034000000000000002,330809537,BUD
Bank of America Corporation,2779812,2021-09-29,0.0016,156725800,BUD
Royal Bank of Canada,2084869,2021-09-29,0.0012,117544914,BUD
Morgan Stanley,1828140,2021-09-29,0.0011,103070533,BUD
Invesco Ltd.,1464056,2021-09-29,0.0008,82543477,BUD
Clarkston Capital Partners LLC,1454680,2021-09-29,0.0008,82014858,BUD
