Holder,Shares,Date Reported,% Out,Value,ABV
Glazer Capital LLC,693147,2021-09-29,0.0347,6966127,FRSGU
"Sage Mountain Advisors, LLC",128312,2021-09-29,0.0064,1289535,FRSGU
Lombard Odier Asset Management (USA) Corp,100000,2021-09-29,0.005,1005000,FRSGU
Millennium Management LLC,100000,2021-09-29,0.005,1005000,FRSGU
"Jane Street Group, LLC",97205,2021-09-29,0.0049,976910,FRSGU
HRT Financial LLC,75746,2021-09-29,0.0038,761247,FRSGU
Calamos Advisors LLC,50000,2021-09-29,0.0025,502500,FRSGU
"Cowen and Company, LLC",48901,2021-09-29,0.0024,491455,FRSGU
Commonwealth Of Pennsylvania Public School Empls Retrmt Sys,47824,2021-09-29,0.0024,480631,FRSGU
"Wealthspring Capital ,LLC",47739,2021-09-29,0.0024,479776,FRSGU
