Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8893302,2021-09-29,0.161,2407505784,MASI
"Vanguard Group, Inc. (The)",4672002,2021-09-29,0.08460000000000001,1264757661,MASI
"FMR, LLC",2077990,2021-09-29,0.037599999999999995,562532672,MASI
Ownership Capital B.V.,2010906,2021-09-29,0.0364,544372363,MASI
State Street Corporation,1690331,2021-09-29,0.030600000000000002,457589505,MASI
Invesco Ltd.,1158523,2021-09-29,0.021,313623761,MASI
"Champlain Investment Partners, LLC",1088519,2021-09-29,0.0197,294672978,MASI
Massachusetts Financial Services Co.,845736,2021-09-29,0.015300000000000001,228949192,MASI
RTW Investments LP,832540,2021-09-29,0.0151,225376903,MASI
Credit Suisse AG,782285,2021-09-29,0.014199999999999999,211772372,MASI
