Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1202729,2021-12-30,0.0393,6975828,SNSE
"Vanguard Group, Inc. (The)",753695,2021-12-30,0.0246,4371431,SNSE
"Geode Capital Management, LLC",256518,2021-12-30,0.0084,1487804,SNSE
State Street Corporation,210292,2021-12-30,0.0069,1219693,SNSE
Northern Trust Corporation,159861,2021-12-30,0.0052,927193,SNSE
JP Morgan Chase & Company,159778,2021-12-30,0.0052,926712,SNSE
Duquesne Family Office Llc,100000,2021-12-30,0.0033,580000,SNSE
Millennium Management LLC,87290,2021-12-30,0.0029,506282,SNSE
Bank Of New York Mellon Corporation,55447,2021-12-30,0.0018,321592,SNSE
Nuveen Asset Management,51547,2021-12-30,0.0017000000000000001,298972,SNSE
