Holder,Shares,Date Reported,% Out,Value,ABV
"Norwest Venture Partners XIII, LP",14702972,2021-09-29,0.0965,53665847,TALK
"Hudson Executive Capital, LP",10340600,2021-09-29,0.0679,37743190,TALK
"Revolution Growth Management Company, Inc.",8691082,2021-09-29,0.0571,31722449,TALK
Massachusetts Financial Services Co.,6796970,2021-09-29,0.0446,24808940,TALK
"Federated Hermes, Inc.",4000000,2021-09-29,0.0263,14600000,TALK
Jennison Associates LLC,2377313,2021-09-29,0.015600000000000001,8677192,TALK
"Vanguard Group, Inc. (The)",2057684,2021-09-29,0.013500000000000002,7510546,TALK
Migdal Insurance & Financial Holdings Ltd.,2000273,2021-09-29,0.0131,7300996,TALK
TB Alternative Assets Ltd.,1932612,2021-12-30,0.0127,3807245,TALK
Meitav Dash Investments Ltd,1798295,2021-09-29,0.0118,6563776,TALK
