Holder,Shares,Date Reported,% Out,Value,ABV
"RA Capital Management, L.P.",8263982,2021-09-29,0.3385,173378342,AVTE
"Sofinnova Investments, Inc.",3758686,2021-09-29,0.154,78857232,AVTE
"Cormorant Asset Management, LP",2030691,2021-09-29,0.0832,42603897,AVTE
"Baker Brothers Advisors, LLC",1652171,2021-09-29,0.0677,34662547,AVTE
Citadel Advisors LLC,1594813,2021-09-29,0.0653,33459176,AVTE
"Vanguard Group, Inc. (The)",781375,2021-09-29,0.032,16393247,AVTE
"FMR, LLC",718351,2021-09-29,0.0294,15071003,AVTE
"Deerfield Management Company, L.P. (Series C)",714285,2021-09-29,0.029300000000000003,14985699,AVTE
Orbimed Advisors LLC.,535714,2021-09-29,0.0219,11239279,AVTE
Blackrock Inc.,483018,2021-09-29,0.019799999999999998,10133717,AVTE
