Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6852061,2021-09-29,0.1063,534255196,SMTC
"Vanguard Group, Inc. (The)",6390294,2021-09-29,0.0992,498251223,SMTC
"FMR, LLC",4129497,2021-09-29,0.0641,321976881,SMTC
Bank Of New York Mellon Corporation,3187371,2021-09-29,0.0495,248519316,SMTC
Invesco Ltd.,2616915,2021-09-29,0.0406,204040862,SMTC
State Street Corporation,2408278,2021-09-29,0.0374,187773435,SMTC
"AllianceBernstein, L.P.",2036578,2021-09-29,0.0316,158791986,SMTC
Price (T.Rowe) Associates Inc,1502898,2021-09-29,0.0233,117180957,SMTC
JP Morgan Chase & Company,1445326,2021-09-29,0.022400000000000003,112692068,SMTC
"Franklin Resources, Inc.",1413273,2021-09-29,0.0219,110192895,SMTC
