Holder,Shares,Date Reported,% Out,Value,ABV
"Banc Funds Company, L.L.C. (The)",627922,2021-09-29,0.08220000000000001,18473465,LEVL
Manufacturers Life Insurance Co.,404125,2021-09-29,0.0529,11889357,LEVL
Endeavour Capital Advisors Inc,344095,2021-09-29,0.045,10123274,LEVL
"Vanguard Group, Inc. (The)",214589,2021-09-29,0.0281,6313208,LEVL
Blackrock Inc.,179693,2021-09-29,0.0235,5286568,LEVL
"Pacific Ridge Capital Partners, LLC",149521,2021-09-29,0.0196,4398907,LEVL
"AllianceBernstein, L.P.",131426,2021-09-29,0.0172,3866552,LEVL
"Siena Capital Management, LLC",125096,2021-09-29,0.016399999999999998,3680324,LEVL
"John W. Rosenthal Capital Management, Inc.",73950,2021-09-29,0.0097,2175609,LEVL
"Wellington Management Group, LLP",71468,2021-09-29,0.009399999999999999,2102588,LEVL
