Holder,Shares,Date Reported,% Out,Value,ABV
"Redmile Group, LLC",3349185,2021-09-29,0.0873,62328332,ANNX
"Bain Capital Life Sciences Investors, LLC",3241628,2021-09-29,0.08449999999999999,60326697,ANNX
Blackrock Inc.,2878874,2021-09-29,0.075,53575845,ANNX
Eventide Asset Management LLC,2531628,2021-09-29,0.066,47113597,ANNX
"NEA Management Company, LLC",2358606,2021-09-29,0.061500000000000006,43893657,ANNX
"FMR, LLC",2105422,2021-09-29,0.054900000000000004,39181903,ANNX
"Federated Hermes, Inc.",2027700,2021-09-29,0.0528,37735497,ANNX
"Satter Management Company, LP",1954978,2021-09-29,0.0509,36382140,ANNX
Citadel Advisors LLC,1862623,2021-09-29,0.048499999999999995,34663414,ANNX
Price (T.Rowe) Associates Inc,1724671,2021-09-29,0.0449,32096127,ANNX
