Holder,Shares,Date Reported,% Out,Value,ABV
"Federated Hermes, Inc.",5222250,2021-09-29,0.18789999999999998,47418030,LIFE
"FMR, LLC",4063293,2021-09-29,0.1462,36894700,LIFE
"VR Adviser, LLC",1565000,2021-09-29,0.056299999999999996,14210200,LIFE
"Tang Capital Management, LLC",1113453,2021-09-29,0.0401,10110153,LIFE
"Alyeska Investment Group, L.P.",1088664,2021-09-29,0.0392,9885069,LIFE
"Vanguard Group, Inc. (The)",906741,2021-09-29,0.0326,8233208,LIFE
"Baker Brothers Advisors, LLC",625000,2021-09-29,0.0225,5675000,LIFE
"Ikarian Capital, LLC",562246,2021-09-29,0.0202,5105193,LIFE
"Two Sigma Investments, LP",541721,2021-09-29,0.0195,4918826,LIFE
"Two Sigma Advisers, LP",482450,2021-09-29,0.0174,4380646,LIFE
