Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",7439950,2021-09-29,0.1429,372071899,HCAT
Blackrock Inc.,4676181,2021-09-29,0.0898,233855811,HCAT
"Vanguard Group, Inc. (The)",4119234,2021-09-29,0.0791,206002892,HCAT
Capital Research Global Investors,3116300,2021-09-29,0.0599,155846163,HCAT
"Wellington Management Group, LLP",2877776,2021-09-29,0.0553,143917577,HCAT
"AllianceBernstein, L.P.",2188095,2021-09-29,0.042,109426630,HCAT
"ClearBridge Investments, LLC",2159896,2021-09-29,0.0415,108016398,HCAT
Janus Henderson Group PLC,1398807,2021-09-29,0.0269,69954338,HCAT
Victory Capital Management Inc.,1217725,2021-09-29,0.023399999999999997,60898427,HCAT
Riverbridge Partners LLC,1072631,2021-09-29,0.0206,53642276,HCAT
