Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1450034,2021-09-29,0.1634,118496778,JBSS
"Vanguard Group, Inc. (The)",846161,2021-09-29,0.09539999999999998,69148276,JBSS
Royce & Associates LP,541299,2021-09-29,0.061,44234954,JBSS
Dimensional Fund Advisors LP,331472,2021-09-29,0.0374,27087891,JBSS
State Street Corporation,304280,2021-09-29,0.034300000000000004,24865761,JBSS
Price (T.Rowe) Associates Inc,264677,2021-09-29,0.0298,21629404,JBSS
Thrivent Financial For Lutherans,259057,2021-09-29,0.0292,21170138,JBSS
"Hunter Perkins Capital Management, LLC",238766,2021-09-29,0.0269,19511957,JBSS
Capital Management Corporation,237656,2021-09-29,0.0268,19421248,JBSS
Acadian Asset Management. LLC,194010,2021-09-29,0.0219,15854497,JBSS
