Holder,Shares,Date Reported,% Out,Value,ABV
Orbimed Advisors LLC.,5123304,2021-09-29,0.1506,39577523,VECT
Novo Holdings A/S,3522019,2021-09-29,0.1035,27207596,VECT
Bpifrance SA,2806217,2021-09-29,0.0825,21678026,VECT
Citadel Advisors LLC,2721363,2021-09-29,0.08,21022529,VECT
CHI Advisors LLC,2592602,2021-09-29,0.0762,20027850,VECT
Eventide Asset Management LLC,2339044,2021-09-29,0.0688,18069114,VECT
"Cormorant Asset Management, LP",2226128,2021-09-29,0.0654,17196838,VECT
Tekla Capital Management LLCC.,756502,2021-09-29,0.0222,5843977,VECT
"PFM Health Sciences, LP",544706,2021-09-29,0.016,4207853,VECT
"Driehaus Capital Management, LLC",420106,2021-09-29,0.0124,3245318,VECT
