Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2271276,2021-09-29,0.1555,131120763,GCO
"FMR, LLC",1368134,2021-09-29,0.09369999999999999,78982375,GCO
"Vanguard Group, Inc. (The)",1280861,2021-09-29,0.0877,73944105,GCO
Dimensional Fund Advisors LP,930357,2021-09-29,0.0637,53709509,GCO
"AllianceBernstein, L.P.",692154,2021-09-29,0.047400000000000005,39958050,GCO
"Legion Partners Asset Management, LLC",638680,2021-09-29,0.0437,36870996,GCO
State Street Corporation,559332,2021-09-29,0.0383,32290236,GCO
Lsv Asset Management,417000,2021-09-29,0.0285,24073410,GCO
"Portolan Capital Management, LLC",332017,2021-09-29,0.0227,19167341,GCO
"Ameriprise Financial, Inc.",309627,2021-09-29,0.0212,17874766,GCO
