Holder,Shares,Date Reported,% Out,Value,ABV
"Deerfield Management Company, L.P. (Series C)",5281713,2021-09-29,0.2477,17535287,GRAY
Orbimed Advisors LLC.,4163347,2021-09-29,0.1953,13822312,GRAY
"Vanguard Group, Inc. (The)",432795,2021-09-29,0.0203,1436879,GRAY
Morgan Stanley,305948,2021-09-29,0.0144,1015747,GRAY
First Manhattan Company,292003,2021-09-29,0.0137,969449,GRAY
Sculptor Capital Lp,130900,2021-09-29,0.0060999999999999995,434588,GRAY
JP Morgan Chase & Company,107765,2021-09-29,0.0051,357779,GRAY
"Bridgeway Capital Management, Inc.",90000,2021-09-29,0.0042,298800,GRAY
Citadel Advisors LLC,81568,2021-09-29,0.0038,270805,GRAY
"Geode Capital Management, LLC",57647,2021-09-29,0.0027,191388,GRAY
