Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",16017378,2021-09-29,0.0652,105554521,UP
Price (T.Rowe) Associates Inc,11633936,2021-09-29,0.0473,76667638,UP
"HG Vora Capital Management, LLC",9000000,2021-09-29,0.0366,59310000,UP
"Franklin Resources, Inc.",7826217,2021-09-29,0.0318,51574770,UP
"Vanguard Group, Inc. (The)",3087861,2021-09-29,0.0126,20349003,UP
"Times Square Capital Management, LLC",2740150,2021-09-29,0.011200000000000002,18057588,UP
"Third Point, LLC",2500000,2021-09-29,0.0102,16475000,UP
Durable Capital Partners LP,2500000,2021-09-29,0.0102,16475000,UP
Blackrock Inc.,2307262,2021-09-29,0.009399999999999999,15204856,UP
"Luxor Capital Group, LP",2200000,2021-09-29,0.009000000000000001,14498000,UP
