Holder,Shares,Date Reported,% Out,Value,ABV
"Vivo Capital, LLC",1917074,2021-12-30,0.1273,41677188,SRRA
Orbimed Advisors LLC.,1477320,2021-12-30,0.0981,32116936,SRRA
Frazier Management LLC,1264861,2021-12-30,0.084,27498078,SRRA
Adage Capital Partners GP L.L.C.,1230468,2021-12-30,0.0817,26750374,SRRA
"Rock Springs Capital Management, LP",1184793,2021-12-30,0.0787,25757399,SRRA
"Abingworth, LLP",876656,2021-12-30,0.0582,19058501,SRRA
"Deep Track Capital, LP",607600,2021-12-30,0.0404,13209224,SRRA
"Ikarian Capital, LLC",569029,2021-12-30,0.0378,12370690,SRRA
Paradigm Biocapital Advisors LP,474945,2021-12-30,0.0315,10325304,SRRA
"New Leaf Venture Partners, L.l.c.",409611,2021-12-30,0.027200000000000002,8904943,SRRA
