Holder,Shares,Date Reported,% Out,Value,ABV
"Jane Street Group, LLC",1027553,2021-09-29,0.0054,475243,FAMI
Credit Suisse AG,197000,2021-09-29,0.001,91112,FAMI
"Two Sigma Securities, LLC",122425,2021-09-29,0.0006,56621,FAMI
"Geode Capital Management, LLC",104235,2021-09-29,0.0005,48208,FAMI
"Sassicaia Capital Advisers, LLC",98000,2021-09-29,0.0005,45325,FAMI
"Ground Swell Capital, LLC",91500,2021-09-29,0.0005,42318,FAMI
Schonfeld Strategic Advisors LLC,64600,2021-09-29,0.0003,29877,FAMI
LPL Financial LLC,25000,2021-09-29,0.0001,11562,FAMI
UBS Group AG,23000,2021-09-29,0.0001,10637,FAMI
Wedbush Securities Inc,20000,2021-09-29,0.0001,9250,FAMI
