Holder,Shares,Date Reported,% Out,Value,ABV
Anson Funds Management LP,5414036,2021-09-29,0.0673,12831265,GNLN
Adage Capital Partners GP L.L.C.,2536630,2021-09-29,0.0315,6011813,GNLN
Penserra Capital Management LLC,929306,2021-09-29,0.0115,2202455,GNLN
"Vanguard Group, Inc. (The)",829146,2021-09-29,0.0103,1965076,GNLN
Blackrock Inc.,736522,2021-09-29,0.0092,1745557,GNLN
"AdvisorShares Investments, LLC",596019,2021-09-29,0.0074,1412565,GNLN
"Twin Focus Capital Partners, LLC",533374,2021-09-29,0.0066,1264096,GNLN
"Cambria Investment Management, L.P.",449135,2021-09-29,0.005600000000000001,1064449,GNLN
"Shaw D.E. & Co., Inc.",439442,2021-09-29,0.0055000000000000005,1041477,GNLN
Marshall Wace LLP,438067,2021-09-29,0.0054,1038218,GNLN
