Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,174433344,2021-09-29,0.077,2918269845,KMI
"Vanguard Group, Inc. (The)",168851041,2021-09-29,0.0745,2824877915,KMI
State Street Corporation,138224889,2021-09-29,0.061,2312502392,KMI
Bank of America Corporation,64765689,2021-09-29,0.0286,1083529976,KMI
"Geode Capital Management, LLC",34215928,2021-09-29,0.0151,572432475,KMI
"Charles Schwab Investment Management, Inc.",26740789,2021-09-29,0.0118,447373399,KMI
Northern Trust Corporation,23112117,2021-09-29,0.0102,386665717,KMI
Legal & General Group PLC,21666621,2021-09-29,0.0096,362482569,KMI
JP Morgan Chase & Company,21427284,2021-09-29,0.0095,358478461,KMI
"FPR Partners, LLC",19730432,2021-09-29,0.0087,330090127,KMI
