Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",11565114,2021-09-29,0.0821,6582284633,LRCX
Blackrock Inc.,11313232,2021-09-29,0.08039999999999999,6438925992,LRCX
"FMR, LLC",6872217,2021-09-29,0.048799999999999996,3911322305,LRCX
State Street Corporation,5854754,2021-09-29,0.0416,3332233239,LRCX
"Ameriprise Financial, Inc.",5073609,2021-09-29,0.036000000000000004,2887644562,LRCX
JP Morgan Chase & Company,4856561,2021-09-29,0.0345,2764111693,LRCX
Janus Henderson Group PLC,3234547,2021-09-29,0.023,1840942425,LRCX
"Geode Capital Management, LLC",2327529,2021-09-29,0.0165,1324713130,LRCX
Massachusetts Financial Services Co.,1776661,2021-09-29,0.0126,1011186608,LRCX
"Fisher Asset Management, LLC",1744303,2021-09-29,0.0124,992770052,LRCX
