Holder,Shares,Date Reported,% Out,Value,ABV
"Fisher Asset Management, LLC",13358333,2021-09-29,0.010700000000000001,892603811,RIO
State Farm Mutual Automobile Insurance Co,10931820,2021-09-29,0.0088,730464212,RIO
Capital World Investors,7531138,2021-09-29,0.006,503230641,RIO
"Wellington Management Group, LLP",5679571,2021-09-29,0.0046,379508934,RIO
Morgan Stanley,4789595,2021-09-29,0.0038,320040737,RIO
"Goldman Sachs Group, Inc.",4499446,2021-09-29,0.0036,300652981,RIO
"Neuberger Berman Group, LLC",3243383,2021-09-29,0.0026,216722852,RIO
"Arrowstreet Capital, Limited Partnership",3213785,2021-09-29,0.0026,214745113,RIO
Dimensional Fund Advisors LP,3088985,2021-09-29,0.0025,206405977,RIO
Capital International Investors,2826680,2021-09-29,0.0023,188878757,RIO
