Holder,Shares,Date Reported,% Out,Value,ABV
Adage Capital Partners GP L.L.C.,15000000,2021-09-29,0.0587,19500000,NMTR
Blackrock Inc.,13566265,2021-09-29,0.053099999999999994,17636144,NMTR
"Vanguard Group, Inc. (The)",11669668,2021-09-29,0.045599999999999995,15170568,NMTR
Orbimed Advisors LLC.,8565974,2021-09-29,0.0335,11135766,NMTR
"Geode Capital Management, LLC",3624058,2021-09-29,0.014199999999999999,4711275,NMTR
State Street Corporation,3483157,2021-09-29,0.013600000000000001,4528104,NMTR
"Ghost Tree Capital, LLC",2750000,2021-09-29,0.0108,3575000,NMTR
Northern Trust Corporation,2093151,2021-09-29,0.008199999999999999,2721096,NMTR
Nuveen Asset Management,2085611,2021-09-29,0.008199999999999999,2711294,NMTR
Deutsche Bank Aktiengesellschaft,1078613,2021-09-29,0.0042,1402196,NMTR
