Holder,Shares,Date Reported,% Out,Value,ABV
Magnetar Financial LLC,2106400,2021-09-29,0.0679,21042936,BYTSU
Migdal Insurance & Financial Holdings Ltd.,1200000,2021-12-30,0.0387,11964000,BYTSU
"Jane Street Group, LLC",1195167,2021-09-29,0.0385,11939718,BYTSU
Glazer Capital LLC,814232,2021-09-29,0.0262,8134177,BYTSU
"Bracebridge Capital, LLC",596032,2021-09-29,0.0192,5954359,BYTSU
Shaolin Capital Management LLC,591642,2021-09-29,0.0191,5910503,BYTSU
Calamos Advisors LLC,500000,2021-12-30,0.0161,4985000,BYTSU
Millennium Management LLC,307701,2021-09-29,0.009899999999999999,3073932,BYTSU
"Aristeia Capital, LLC",150000,2021-09-29,0.0048,1498500,BYTSU
Citigroup Inc.,100000,2021-09-29,0.0032,999000,BYTSU
