Holder,Shares,Date Reported,% Out,Value,ABV
"Lion Point Capital, LP",2745938,2021-09-29,0.1291,23779823,BFI
"Vanguard Group, Inc. (The)",562587,2021-09-29,0.0265,4872003,BFI
M&T Bank Corp,533704,2021-09-29,0.025099999999999997,4621876,BFI
"Susquehanna International Group, LLP",193661,2021-09-29,0.0091,1677104,BFI
"Geode Capital Management, LLC",111257,2021-09-29,0.0052,963485,BFI
Blackrock Inc.,70845,2021-09-29,0.0033,613517,BFI
"Centaurus Financial, Inc.",39620,2021-09-29,0.0019,343109,BFI
"Bridgeway Capital Management, Inc.",35000,2021-09-29,0.0016,303100,BFI
"Wealthsource Partners, LLC",29239,2021-09-29,0.0014000000000000002,253209,BFI
State Street Corporation,28680,2021-09-29,0.0013,248368,BFI
