Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",4875575,2021-12-30,0.09949999999999999,133249464,UMH
Blackrock Inc.,3226989,2021-12-30,0.0658,88193609,UMH
"FMR, LLC",2396091,2021-12-30,0.0489,65485167,UMH
"William Blair Investment Management, LLC",1683975,2021-12-30,0.0344,46023036,UMH
Jennison Associates LLC,956464,2021-12-30,0.0195,26140161,UMH
State Street Corporation,931641,2021-12-30,0.019,25461748,UMH
"Geode Capital Management, LLC",903806,2021-12-30,0.0184,24701017,UMH
Janus Henderson Group PLC,705531,2021-12-30,0.0144,19282162,UMH
Dimensional Fund Advisors LP,670095,2021-12-30,0.0137,18313696,UMH
"GW&K Investment Management, LLC",655616,2021-12-30,0.0134,17917985,UMH
