Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",3867337,2021-09-29,0.0782,256907196,TPTX
Blackrock Inc.,3750736,2021-09-29,0.0758,249161392,TPTX
"Wellington Management Group, LLP",3407475,2021-09-29,0.0689,226358564,TPTX
Price (T.Rowe) Associates Inc,3285881,2021-09-29,0.0664,218281074,TPTX
"Cormorant Asset Management, LP",2842297,2021-09-29,0.0574,188813789,TPTX
Orbimed Advisors LLC.,2361327,2021-09-29,0.04769999999999999,156862952,TPTX
"FMR, LLC",2159654,2021-09-29,0.0436,143465815,TPTX
State Street Corporation,1568053,2021-09-29,0.0317,104165760,TPTX
"Federated Hermes, Inc.",1550383,2021-09-29,0.0313,102991942,TPTX
"AllianceBernstein, L.P.",1252773,2021-09-29,0.0253,83221710,TPTX
