Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,13930559,2021-09-29,0.1033,2089165933,ENPH
"Vanguard Group, Inc. (The)",13869914,2021-09-29,0.10279999999999999,2080071002,ENPH
State Street Corporation,5055458,2021-09-29,0.0375,758167036,ENPH
Invesco Ltd.,4015418,2021-09-29,0.0298,602192237,ENPH
"Geode Capital Management, LLC",2457271,2021-09-29,0.0182,368516931,ENPH
JP Morgan Chase & Company,2318225,2021-09-29,0.0172,347664203,ENPH
"Ameriprise Financial, Inc.",2143602,2021-09-29,0.0159,321475991,ENPH
"FMR, LLC",2111300,2021-09-29,0.015600000000000001,316631661,ENPH
Capital International Investors,2008820,2021-09-29,0.0149,301262735,ENPH
Northern Trust Corporation,1361965,2021-09-29,0.0101,204253891,ENPH
