Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,14740432,2021-09-29,0.1245,405951497,INSM
"Vanguard Group, Inc. (The)",10833201,2021-09-29,0.0915,298346355,INSM
Blackrock Inc.,9210873,2021-09-29,0.07780000000000001,253667442,INSM
Janus Henderson Group PLC,7987899,2021-09-29,0.0675,219986738,INSM
Palo Alto Investors Lp,6019106,2021-09-29,0.0508,165766179,INSM
"William Blair Investment Management, LLC",4976041,2021-09-29,0.042,137040169,INSM
"Ameriprise Financial, Inc.",4169652,2021-09-29,0.0352,114832216,INSM
State Street Corporation,4163613,2021-09-29,0.0352,114665902,INSM
"FMR, LLC",4002094,2021-09-29,0.0338,110217668,INSM
"Point72 Asset Management, L.P.",3591988,2021-09-29,0.030299999999999997,98923349,INSM
