Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",37561255,2021-12-30,0.08470000000000001,21323524463,COST
Blackrock Inc.,31078322,2021-12-30,0.0701,17643163399,COST
State Street Corporation,18301225,2021-12-30,0.041299999999999996,10389605432,COST
"FMR, LLC",10665731,2021-12-30,0.0241,6054935488,COST
Bank of America Corporation,7591123,2021-12-30,0.0171,4309480527,COST
"Geode Capital Management, LLC",7372449,2021-12-30,0.0166,4185339297,COST
Morgan Stanley,5519321,2021-12-30,0.0124,3133318531,COST
Northern Trust Corporation,5412477,2021-12-30,0.012199999999999999,3072663192,COST
"AllianceBernstein, L.P.",5106207,2021-12-30,0.0115,2898793713,COST
Capital World Investors,4824424,2021-12-30,0.0109,2738825504,COST
