Holder,Shares,Date Reported,% Out,Value,ABV
"Insight Holdings Group, Llc",34443674,2021-12-30,0.8264,1739061100,S
"Third Point, LLC",26712482,2021-12-30,0.6409,1348713216,S
Price (T.Rowe) Associates Inc,21577995,2021-12-30,0.5177,1089472967,S
"Anchorage Capital Group, LLC",9867053,2021-12-30,0.23670000000000002,498187505,S
"SCGE Management, LP",5126728,2021-12-30,0.12300000000000001,258848496,S
Capital Research Global Investors,4046225,2021-12-30,0.0971,204293900,S
"Vanguard Group, Inc. (The)",3397243,2021-12-30,0.0815,171526799,S
"FMR, LLC",2718887,2021-12-30,0.0652,137276604,S
"Accel XI Associates, L.L.C.",2488912,2021-12-30,0.059699999999999996,125665166,S
"Alta Park Capital, LP",2381537,2021-12-30,0.0571,120243803,S
