Holder,Shares,Date Reported,% Out,Value,ABV
"Bramshill Investments, Llc",3113684,2021-09-29,0.051399999999999994,27400419,EAD
Parametric Portfolio Associates,2644695,2021-09-29,0.0436,23273316,EAD
Cohen & Steers Inc.,1484872,2021-09-29,0.0245,13066873,EAD
Penserra Capital Management LLC,1423234,2021-09-29,0.0235,12524459,EAD
SIT Investment Associates Inc,941851,2021-09-29,0.0155,8288288,EAD
Invesco Ltd.,886590,2021-09-29,0.0146,7801992,EAD
Morgan Stanley,548862,2021-09-29,0.0091,4829985,EAD
Citadel Advisors LLC,494124,2021-09-29,0.008199999999999999,4348291,EAD
Thrivent Financial For Lutherans,380564,2021-09-29,0.0063,3348963,EAD
"Advisors Asset Management, Inc.",302622,2021-09-29,0.005,2663073,EAD
