Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,20307869,2021-09-29,0.1514,734535621,SEM
Blackrock Inc.,17240615,2021-09-29,0.1285,623593044,SEM
"Vanguard Group, Inc. (The)",12562530,2021-09-29,0.09359999999999999,454386710,SEM
Dimensional Fund Advisors LP,4838512,2021-09-29,0.0361,175008979,SEM
Lsv Asset Management,3758628,2021-09-29,0.027999999999999997,135949574,SEM
State Street Corporation,3575170,2021-09-29,0.026699999999999998,129313898,SEM
Hood River Capital Management LLC,2654546,2021-09-29,0.019799999999999998,96014928,SEM
Fuller & Thaler Asset Management Inc.,2145769,2021-09-29,0.016,77612464,SEM
"Geode Capital Management, LLC",2106107,2021-09-29,0.015700000000000002,76177890,SEM
Macquarie Group Limited,1901793,2021-09-29,0.014199999999999999,68787852,SEM
