Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4566570,2021-09-29,0.157,85303527,LL
Price (T.Rowe) Associates Inc,3759765,2021-09-29,0.1293,70232410,LL
"Vanguard Group, Inc. (The)",2101127,2021-09-29,0.0722,39249052,LL
"Gagnon Securities, LLC",1240527,2021-09-29,0.0426,23173044,LL
State Street Corporation,879852,2021-09-29,0.0302,16435635,LL
Dimensional Fund Advisors LP,802013,2021-09-29,0.0276,14981602,LL
"Shaw D.E. & Co., Inc.",776908,2021-09-29,0.026699999999999998,14512641,LL
Royce & Associates LP,720227,2021-09-29,0.0248,13453840,LL
"Geode Capital Management, LLC",479769,2021-09-29,0.0165,8962084,LL
"Gagnon Advisors, LLC",409756,2021-09-29,0.0141,7654242,LL
