Holder,Shares,Date Reported,% Out,Value,ABV
"King Street Capital Management, LP",1000000,2021-09-29,0.0333,9950000,GIIXU
Healthcare of Ontario Pension Plan Trust Fund,728905,2021-09-29,0.024300000000000002,7252604,GIIXU
Glazer Capital LLC,410232,2021-09-29,0.0137,4081808,GIIXU
"Silver Rock Financial, LP",400100,2021-09-29,0.013300000000000001,3980995,GIIXU
Kepos Capital Lp,400000,2021-09-29,0.013300000000000001,3980000,GIIXU
Magnetar Financial LLC,340774,2021-09-29,0.011399999999999999,3390701,GIIXU
"Aristeia Capital, LLC",334093,2021-09-29,0.0111,3324225,GIIXU
"First Pacific Advisors, LP",284080,2021-09-29,0.0095,2826596,GIIXU
Element Capital Management LLC,250000,2021-09-29,0.0083,2487500,GIIXU
P. Schoenfeld Asset Management,236713,2021-09-29,0.0079,2355294,GIIXU
