Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",143703,2021-09-29,0.0426,5860208,FCAP
"AllianceBernstein, L.P.",64821,2021-09-29,0.0192,2643400,FCAP
Millennium Management LLC,38122,2021-09-29,0.0113,1554615,FCAP
"HighTower Advisors, LLC",28124,2021-09-29,0.0083,1146896,FCAP
"Geode Capital Management, LLC",26926,2021-09-29,0.008,1098042,FCAP
Stifel Financial Corporation,20268,2021-09-29,0.006,826529,FCAP
"RBF Capital, LLC",20000,2021-09-29,0.0059,815600,FCAP
Dimensional Fund Advisors LP,18472,2021-09-29,0.0055000000000000005,753288,FCAP
"Axiom Financial Strategies, LLC",15625,2021-09-29,0.0046,637187,FCAP
Blackrock Inc.,9615,2021-09-29,0.0028000000000000004,392099,FCAP
