Holder,Shares,Date Reported,% Out,Value,ABV
"Baker Brothers Advisors, LLC",14681304,2021-09-29,0.2839,1409111557,KOD
Price (T.Rowe) Associates Inc,8056230,2021-09-29,0.1558,773236955,KOD
"Wellington Management Group, LLP",6189914,2021-09-29,0.1197,594107945,KOD
"Vanguard Group, Inc. (The)",2945421,2021-09-29,0.057,282701507,KOD
Blackrock Inc.,2611449,2021-09-29,0.050499999999999996,250646875,KOD
State Street Corporation,1207509,2021-09-29,0.0233,115896713,KOD
"ICONIQ Capital, LLC",1016864,2021-09-29,0.0197,97598606,KOD
ArrowMark Colorado Holdings LLC,959423,2021-09-29,0.018600000000000002,92085419,KOD
Board of Trustees of The Leland Stanford Jr University,691767,2021-09-29,0.0134,66395796,KOD
"Geode Capital Management, LLC",586590,2021-09-29,0.0113,56300908,KOD
