Holder,Shares,Date Reported,% Out,Value,ABV
State Street Corporation,718871,2021-09-29,0.0091,1617459,SUPV
"Highland Capital Management Fund Advisors, L.P.",188858,2021-09-29,0.0024,424930,SUPV
Natixis,174200,2021-09-29,0.0022,391950,SUPV
"Freestone Capital Holdings, LLC",120000,2021-09-29,0.0015,270000,SUPV
"Purus Wealth Management, LLC",120000,2021-09-29,0.0015,270000,SUPV
"Mirae Asset Global Investments Co., Ltd.",111266,2021-09-29,0.0014000000000000002,250348,SUPV
Morgan Stanley,67150,2021-09-29,0.0009,151087,SUPV
"Two Sigma Securities, LLC",32904,2021-09-29,0.0004,74034,SUPV
"Shaw D.E. & Co., Inc.",28171,2021-09-29,0.0004,63384,SUPV
UBS Group AG,27639,2021-09-29,0.0003,62187,SUPV
