Holder,Shares,Date Reported,% Out,Value,ABV
Grantham Mayo Van Otterloo & Company,134102,2021-09-29,0.0904,1809035,GYRO
"Gabelli Funds, LLC",109251,2021-09-29,0.0737,1473795,GYRO
Towerview LLC.,101500,2021-09-29,0.06849999999999999,1369235,GYRO
"Gabelli & Co. Investment Advisers, Inc.",94143,2021-09-29,0.0635,1269989,GYRO
"Price, Michael F.",85508,2021-09-29,0.057699999999999994,1153502,GYRO
CSS LLC,30454,2021-09-29,0.020499999999999997,410824,GYRO
"Teton Advisors, Inc",16138,2021-09-29,0.0109,217701,GYRO
Morgan Stanley,780,2021-09-29,0.0005,10522,GYRO
"Blue Bell Private Wealth Management, LLC",626,2021-09-29,0.0004,8444,GYRO
Tower Research Capital LLC (TRC),318,2021-09-29,0.0002,4289,GYRO
