Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1274385,2021-09-29,0.0827,30942067,BSRR
Dimensional Fund Advisors LP,1101302,2021-09-29,0.07150000000000001,26739612,BSRR
"Vanguard Group, Inc. (The)",619322,2021-09-29,0.04019999999999999,15037138,BSRR
"Private Management Group, Inc.",522520,2021-09-29,0.0339,12686785,BSRR
"Renaissance Technologies, LLC",359431,2021-09-29,0.0233,8726984,BSRR
"Wellington Management Group, LLP",343246,2021-09-29,0.0223,8334012,BSRR
Manufacturers Life Insurance Co.,315789,2021-09-29,0.020499999999999997,7667356,BSRR
State Street Corporation,290282,2021-09-29,0.018799999999999997,7048046,BSRR
Northern Trust Corporation,270086,2021-09-29,0.0175,6557688,BSRR
"Geode Capital Management, LLC",264333,2021-09-29,0.0172,6418005,BSRR
