Holder,Shares,Date Reported,% Out,Value,ABV
Par Capital Management Inc,21118927,2021-09-29,0.2216,52163749,TRVG
"ETF Managers Group, LLC",3407344,2021-09-29,0.035699999999999996,8416139,TRVG
"Antara Capital, LP",1904092,2021-09-29,0.02,4703107,TRVG
"Ameriprise Financial, Inc.",1810256,2021-09-29,0.019,4471332,TRVG
"Advisory Services Network, LLC",817488,2021-09-29,0.0086,2019195,TRVG
"Two Sigma Advisers, LP",571900,2021-09-29,0.006,1412593,TRVG
"Raymond James Financial Services Advisors, Inc.",532815,2021-09-29,0.005600000000000001,1316053,TRVG
Morgan Stanley,366533,2021-09-29,0.0038,905336,TRVG
"Susquehanna International Group, LLP",336059,2021-09-29,0.0034999999999999996,830065,TRVG
"Two Sigma Investments, LP",318687,2021-09-29,0.0033,787156,TRVG
