Holder,Shares,Date Reported,% Out,Value,ABV
Karpus Management Inc,621411,2021-09-29,0.0639,9737510,MNP
"1607 Capital Partners, LLC",326845,2021-09-29,0.0336,5121661,MNP
"Raymond James & Associates, Inc.",287498,2021-09-29,0.0296,4505093,MNP
"Robinson Capital Management, LLC",167676,2021-09-29,0.0173,2627482,MNP
"Raymond James Financial Services Advisors, Inc.",157881,2021-09-29,0.016200000000000003,2473995,MNP
First Trust Advisors Lp,106049,2021-09-29,0.0109,1661787,MNP
"Rivernorth Capital Management, Llc",91752,2021-09-29,0.009399999999999999,1437753,MNP
"Guggenheim Capital, LLC",77565,2021-09-29,0.008,1215443,MNP
Parametric Portfolio Associates,67084,2021-09-29,0.0069,1051206,MNP
Morgan Stanley,60358,2021-09-29,0.0062,945809,MNP
