Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",597079,2021-09-29,0.0070999999999999995,883676,PED
"Bridgeway Capital Management, Inc.",430146,2021-09-29,0.0051,636616,PED
"Pinnacle Associates, Ltd.",130000,2021-09-29,0.0015,192400,PED
"Geode Capital Management, LLC",103900,2021-09-29,0.0012,153772,PED
Price (T.Rowe) Associates Inc,78100,2021-09-29,0.0009,115588,PED
State Street Corporation,61272,2021-09-29,0.0007000000000000001,90682,PED
Spire Wealth Management,60510,2021-09-29,0.0007000000000000001,89554,PED
Morgan Stanley,55118,2021-09-29,0.0007000000000000001,81574,PED
Blackrock Inc.,46814,2021-09-29,0.0006,69284,PED
"Shufro, Rose & Co., LLC",35000,2021-09-29,0.0004,51800,PED
