Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",83864736,2021-12-30,0.1405,3802427130,INVH
Blackrock Inc.,50992689,2021-12-30,0.08539999999999999,2312008519,INVH
Cohen & Steers Inc.,44829515,2021-12-30,0.0751,2032570210,INVH
"Principal Financial Group, Inc.",27577542,2021-12-30,0.0462,1250365754,INVH
State Street Corporation,25760607,2021-12-30,0.0432,1167985921,INVH
"FMR, LLC",19701640,2021-12-30,0.033,893272357,INVH
Apg Asset Management N.v.,18087000,2021-12-30,0.030299999999999997,820064580,INVH
Apg Asset Management Us Inc.,18087000,2021-12-30,0.030299999999999997,820064580,INVH
Resolution Capital Ltd,16965362,2021-12-30,0.028399999999999998,769209513,INVH
Invesco Ltd.,14503611,2021-12-30,0.024300000000000002,657593722,INVH
