Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",2500000,2021-09-29,0.08710000000000001,27100000,CADL
"Franklin Resources, Inc.",1125000,2021-09-29,0.0392,12195000,CADL
"Sands Capital Ventures, LLC",811737,2021-09-29,0.028300000000000002,8799229,CADL
"Vanguard Group, Inc. (The)",213580,2021-09-29,0.0074,2315207,CADL
Woodline Partners LP,100000,2021-09-29,0.0034999999999999996,1084000,CADL
Caas Capital Management LP,50000,2021-09-29,0.0017000000000000001,542000,CADL
State Street Corporation,26600,2021-09-29,0.0009,288344,CADL
Blackrock Inc.,22326,2021-09-29,0.0008,242013,CADL
"Geode Capital Management, LLC",20395,2021-09-29,0.0007000000000000001,221081,CADL
Millennium Management LLC,10646,2021-09-29,0.0004,115402,CADL
