Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2261338,2021-12-30,0.1013,432096465,SAFM
"Vanguard Group, Inc. (The)",2060245,2021-12-30,0.09230000000000001,393671614,SAFM
"Nuance Investments, LLC",1369720,2021-12-30,0.061399999999999996,261726097,SAFM
Magnetar Financial LLC,792575,2021-12-30,0.0355,151445231,SAFM
Dimensional Fund Advisors LP,764812,2021-12-30,0.034300000000000004,146140276,SAFM
State Street Corporation,640825,2021-12-30,0.0287,122448841,SAFM
Alpine Associates Management Inc.,533109,2021-12-30,0.0239,101866467,SAFM
Bill & Melinda Gates Foundation Trust,524236,2021-12-30,0.0235,100171014,SAFM
Sand Grove Capital Management LLP,456134,2021-12-30,0.0204,87158084,SAFM
"Renaissance Technologies, LLC",375018,2021-12-30,0.0168,71658439,SAFM
